,Users,Review_title,Review_date,Review_content,Rating
520,ramsundarkrishnan," Perfect writing,Art form at its peak!
","<span class=""review-date"">5 June 2022</span>","
Lokesh has written a marvelous action film with suspenseful situations at each frame. This is the first proper investigative thiller film in tamil. Perfect editing and technically marvelous,the movie contains numerous nail biting ,edge of the seat sitting scenes. Lokesh has properly created a piece for his idol,Kamal Hassan.Acting wise ,not only the three supremes Vijay sethupathi,Fahad fasil,Kamal, many small characters have been used properly. All the charecters were necessary to the film,there were no unnecessary scenes.Atlast,why is it a top notch film,because it doesn't feel like a movie,you simply mix into the emotions of the film,it doesn't feel alien to you.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
521,shankar-manickavasagam," A 100 time worth watchable
","<span class=""review-date"">4 June 2022</span>","
All the Kamal Hassan's movies would ahead of time but not this time. In most of the reviews everyone says kamal's screen space is less in first half. Grow up guys!!!! Actually first half is driven by the character karnan and fahadh actually follows the character. Never watched a movie got entire theatre claps for the first half alone. Interval fight scene was technically sound & you can watch it 100 times u won't get bored. This is the best example when all the best people come up with a movie and no doubt the end result will be.Neengalam irukra vara Tamil cinemavukku azhive kedayadhu daa!!!
",10
522,muhammadep-54635," THE UNIVERSE OF LOKESH!
","<span class=""review-date"">5 June 2022</span>","
This film was one of the best action movie. The cast Kamal Haasan sir, Fahad Fazil and Vijay Sethupathi are brilliantly performed. Some scenes are similar to those in other English movies. This is the only drawback. And lokesh has created a universe, waiting this film second parts.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
523,vijaybrave," Best Movie Ever!
","<span class=""review-date"">11 June 2022</span>","
This is going to be my all time favorite movie.Superb bgm, screenplay, Cinematography, direction. No cringe scenes. No plagiarism. In short it's pure class!

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
524,harishmay-28147," Vikram
","<span class=""review-date"">5 June 2022</span>","
One of the best movie I have watched.It will be one cult in cinema history. Especially the intervel Kamal Hassan entry and Rolex (suriya)sir was pure goosebumps 💢
",10
525,viswa-89224," Blockbuster movie 💕💕 Lokesh universe 👏🏻👏🏻👏🏻
","<span class=""review-date"">4 June 2022</span>","
First half Nice 😊, Interval super 💕💕 Second half super 💕😘 Overall 👏🏻👏🏻👏🏻 Kamal sir rocking👏🏻👏🏻 💥💥💥💥💥 Vijay sethupathi sir💥💥😈😈 Fahad fazil bro💥💥💥💥Surya bro cameio👏🏻👏🏻Loki bro 👏🏻👏🏻👏🏻anirudh rocking 💥💥💥💥💥💥

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
526,smaiti-82900," Beyond my Expectations
","<span class=""review-date"">20 July 2022</span>","
After KGF 2 I was searching for a that level movie & honestly, Vikram exceeds my expectations...
After watching this, I can proudly say -I'm a Indian cinema lover. Hats off to Kamal Sir and Fahad Fassil. Great direction a one of the best screenplays I've ever seen.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
527,sirsiam," Worth Watching
","<span class=""review-date"">13 July 2022</span>","
Superb movie. Worth watching. Full of action,suspense, strong story telling,cool bgm. Kamal Hasan, Surya, Sethupati,Fahad Fasil everyone did their best.Waiting for next part.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
528,ashwinpappu," Blockbuster and entertaining
","<span class=""review-date"">4 June 2022</span>","
It's a very familiar story plot but the screen was well connected and high octane.. Fafa, VJs and kamal had it all through the story. This is the beginning of a new era in indian cinema.. Welcome to lokesh cinematic universe - LCU.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
529,bjyotisonowal," Public demands The Next!!
","<span class=""review-date"">18 July 2022</span>","
What an amazing movie, unassumable plots, amazing climax twist, amazing story, amazing acting and what not....hope to see the next part of the movie soon. Really excited.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
