,Users,Review_date,Review_content,Rating
63,Rajesh Kumar,a year ago,"Vikram (2022) 

Aarambikalangala

Aandavar dharisanam after 3 years in big screen.
The energy he carried in all the action sequences & throughout the movie was unbelievable.
Interval block creates goosebumps.

Vijay Sethupathi's Introdution Scenes, Comedy and Villian role was just outstanding. 

Fahadh Faasil almost travels throughout the movie and steals the show in many scenes.Investigation scenes in the first half worked out well. 

Lokesh did a brilliant script by linking the Universe of Kai ...More"," Rated 5.0 out of 5, "
64,Aaron Teron,3 months ago,"This has to be one of the best movies I've ever watched. The story is so gripping and moving that I got teary eyed at times. The intense devotion shown by Agent Tina to protect Vikram's grandson was one instance. I won't reveal the plot more because I don't want to spoil the movie for others.

What I really liked was also the fact that the villain could be beaten up by the support unlike in Bollywood where only the hero can stand toe to toe with the villain. Each supporting cast is properly fles ...More"," Rated 5.0 out of 5, "
65,Abhiram Satheesh,a year ago,"Lokesh Kanagaraj!! is back with an other investigative action-thriller movie ""Vikram Hitlist"" that hit the theatres on June 3, starring Ulaganayakan, Makkal Selvan Vijay Sethupathi and Mallu Actor Fahadh Faasil. After the massive success of his other two previous directional debuts like Kaithi and Master. Though he said in an interview, for writing a screenplay for Vikram was so tough enough for him. But the film has got a wide number of responses around. A brilliant success at the box office re ...More"," Rated 4.0 out of 5, "
66,Beena Rajkumar,a year ago,"OMG ….just Loved the film. 

As a diehard Ulaganayagan fan, it was such a treat to see him as an Action Hero after such a long time.

The worry about an Ulaganayagan film is that his films sometimes have nuanced, abstract concepts that don’t appeal to everyone! This film is very different though; it is a well- crafted, clever Action Film of world class that will have mass appeal!!

Ulaganayagan does not appear in every scene….but he doesn’t have to! His screen presence, charisma & outstanding pe ...More"," Rated 5.0 out of 5, "
67,Panbu Viju,a year ago,"*Vikram* - Hollywood Class Screenplay,Writing& Direction-Lokesk knocks it out of the park as a fan boy , ஆண்டவர் மீண்டும் அள்ளுகிறார், நடிப்பில்  ஆள்றார்  , Fahad Fasil was Subtle, Astute and Awesome, Vijay Sethupathi was  thunderous with his acting and his body language was even more menacing with his gold slugs, Surya (Sir)- Sinister Cameo and Intimidating, Anirudh's pulsating score creates a Dunkirk Bass effect throughout the movie with his Stupendous BGM/Composition and raises his own bar ab ...More"," Rated 5.0 out of 5, "
68,Sue Sels,a year ago,"WowwwW! 
God of Cinema - he has Created a METAVERSE! 
Though he is a proclaimed aethist!
 Nammavar is as always stupendous, creating magic. Great Contributor to Tamil Cinema in multiple ways through his Acting, Creative incorporations, Innovations, Incorporating new tech..what not! He paves the way!! 
I'm a wonderstruck kid from the days watching his movies - chippikkul muthu - engaging, Sagara sangamam - mystifying, as chappani unforgetable, moonrampirai at the peak of stardom as a challenged p ...More"," Rated 5.0 out of 5, "
69,Shreesha B.U,a year ago,"VIKRAM - MOVIE REVIEW

VIKRAM is produced by Raj Kamal Films International. The film is written and directed by Lokesh Kanakraj who is one of the most talented film makers in Tamil Film Industry.

VIKRAM has a very ordinary storyline and tries it's best to surmount the emaciated hypothesis with some high octane action scenes and decent thrills that works in parts. The attempted humour is a huge letdown and the banal writing with copious ""inspirations and adaptations"" takes time to settle. Lokesh ...More"," Rated 2.0 out of 5, "
70,H K,a year ago,"Love this movie and would definitely watch it again.. Could it have been better, probably yes, but I really don't care since it kept me engaged and I walked out on the high of having seen a Good Movie

Lokesh Kanagaraj is the HERO of this movie and has shown his full potential..! Kamal's screen space is less than of a typical Protoganist but his looming presence elevates ""Vikram"" to a different level, and when he does appear on the screen, you can't focus on anything else (FYI - I am not a Kamal ...More"," Rated 5.0 out of 5, "
71,Rohini P,a year ago,A mass action movie and lokesh kanakaraj has included all the elements which can be predominantly seen in his movies only.... I was happy to see the come back of ulakanayagan kamal Hasan as an actor and he steals the show with his energetic vibrant and power packed performance... The success of the movie rests not in making use of the stardom of Kamal Hasan but his exemplary acting skills.... All the other actors too paid complete justice to the rules entrusted with them among which the roles en ...More," Rated 4.0 out of 5, "
72,Arjun C,a year ago,"*Vikram-II :*

*One liner:* The story itself is a one line. Infact one word *""Guns""* or say ""Violence"". 

+ves:
+ Kamal 
+ Intro song 
+ Commercial hit

-ves: 
- Too many star cast...
- Too much movie references...
- Too many agents and all agents dies except one ""You-Know-Who"".

*Hype ""Pathala Pathala"":*
-> If heavy loaded guns are not enough there comes the heavy star-cast.  
-> Overloaded star-cast not enough? Here comes the YouTubers like ""Simple Dhaa"", ""Village Cooking Channel"". 

*Guns ove ...More"," Rated 1.0 out of 5, "
73,vivek R,a year ago,"Thoughts on vikram :

Of all the Highs, MOVIE HIGH is unparalleled.

Vikram takes you to its world, Keeps you engrossed from the word go. The most fascinating thing about Vikram is you know what you are going to witness halfway, Yet it enthralls you with its beautiful and layered writing. Fahad shines as Amar. VJS tries to pull something different but it didn't work for me. He could've been the same old typical him. His characterization is the only problem I have in this EPIC Action saga!

The K ...More"," Rated 4.0 out of 5, "
74,GOWTHAM SUNDARRAJAN,a year ago,"VIKRAM - review


Positives:-

• Huge Star cast 

• This movie is another proof that mass scenes can be made not only with the hero, but the story can make even small characters as mass characaters

• Anirudh's songs and Background Music, his career best work, a different dimension of Ani and the best one

• Loki's writing, engages the audience from start to end, especially the way Kaidhi's characters are brought into Vikram is brilliant

• Surya's role is small, but impactful, Vjs just killed i ...More"," Rated 5.0 out of 5, "
75,Pranjal Tiwari,a year ago,"Vikram is our own indian John vick which retains the essence of originality and it's own charisma .. acting , direction, background score, screenplay, and story 10 on 10. Not even a single character with bad acting or portrayal. When Bollywood tries this with Dhaakad or Attack we don't appreciate but movies like Vikram , Pushpa or RRR are really a masterpiece and I am confident that these movies are going to lay the foundation for other director's and actors to produce such larger than life cine ...More"," Rated 5.0 out of 5, "
76,Bhaarath Kumar,a year ago,"Film was awesome,pure Loki Sambavam🔥

The movie crossed my expectations, starting from the screenplay,lokesh nailed it, the way he handled fahadh fassil,Vijay sethupathi and Kamal was just mind blowing,all actors acted well,interval block extremely good  .... Thunderous theatre response for interval🔥, cinematography was good,bgm by anirudh added energy to the action scenes,climax was even more mass than interval block,suryas presence made it even more enjoyable 😎. 1st half good ,2nd half even ...More"," Rated 5.0 out of 5, "
77,thiru moorthy,a year ago,"This is one of the best movies that I was seen.

Kamal Haasan plays his role perfectly and with unexpected twists which we can't precisely assume or conclude. but the linkage of each screen plays was well organized.

This will be one of the best feasts for the '90s kids and Kamal Haasan fans. 

Some scenes were similar to KGF Chapter-2 ( Yash went for gold as 1 man, In Vikram goes for feeding bottle millk)

also Yash use periyamma to  blast the police jeeps but in Vikram use old gun unit to blas ...More"," Rated 5.0 out of 5, "
78,Narendra Kumar,a year ago,"Fine.. It is time to Celebrate the Lokesh Cinematic Universe! Just Stunned From every Actor's Badass Acting and Screen space. Especially Ulaganayagan Kamal Hassan Just Ruthless Enough, Fahad Faasil's Heroic Screen time and Finally the Monster-Mind Vijay Sethupathi. Also the Retro type music plus Goosebumps BGMs by Our RockStar Anirudh is just Elsewhere! Overall the entire seat-edged Flim by Our Andavar's Fanboy Lokesh Kanagaraj is Worth Watching or may be more than that!
The Dope Action scenes b ...More"," Rated 5.0 out of 5, "
